,Unnamed: 0,name,lat,lng,formatted_address,rating,user_ratings_total,latest_reviews,positive_words,negative_words,categories
10,10,Ambuluwawa Biodiversity Complex,7.1616275,80.5471974,Gampola  Sri Lanka,4.6,3248.0,"['climbs', 'saved', 'visited', 'capturing', 'energy', 'fascinating', 'stunning', 'bring', 'exhibits', 'recharge', 'landscapes', 'Complex', 'highlight', 'Overall', 'experience', 'butterflies', 'fun', 'ascent', 'signs', 'friends', 'surrounding', 'Perfect', 'thrillseekers', 'park', 'miss', 'adventure', 'found', 'diverse', 'photos', 'make', 'passageways', 'liking', 'families', 'going', 'expected', 'wont', 'workout', 'worth', 'challenging', 'fauna', 'birds', 'flora', 'suggest', 'youre', 'teamwork', 'looking', 'enjoyed', 'backdrop', 'top', 'architecture', 'place', 'camera', 'taking', 'offers', 'wellmaintained', 'exciting', 'navigate', 'bit', 'coming', 'breathtaking', 'base', 'trails', 'heights', 'spot', 'hidden', 'addition', 'group', 'outdoors', 'rolling', 'step', 'enthusiasts', 'loved', 'crowds', 'visitors', 'tower', 'shoes', 'climb', 'biodiversity', 'exploring', 'avoid', 'excited', 'views', 'beauty', 'pathways', 'went', 'Bring', 'mustvisit', 'get', 'kids', 'family', 'recommend', 'Visiting', 'peaceful', 'fainthearted', 'stupa', 'lovers', 'hike', 'beautiful', 'area', 'water', 'want', 'day', 'anyone', 'made', 'stairs', 'Ambuluwawa', 'gem', 'Biodiversity', 'visit', 'path', 'nature', 'thrilling', 'took', 'carry', 'climbing', 'shop', 'coffee', 'hit', 'areas', 'lot', 'wear', 'learned', 'tuktuk', 'adds', 'trip', 'shaded']",34,6,"butterfly watching, hiking, outdoor adventures"
11,11,Ambuluwawa Temple,7.1610613,80.54706829999998,Gampola Sri Lanka,4.9,3598.0,"['needs', 'stunning', 'Temple', 'getaway', 'measures', 'landscapes', 'highlight', 'hills', 'Overall', 'experience', 'maintained', 'surrounding', 'friends', 'Nevertheless', 'adventure', 'daunting', 'reflection', 'found', 'temple', 'enchanting', 'exhilarating', 'visiting', 'take', 'Sri', 'going', 'challenging', 'added', 'design', 'significance', 'suggest', 'youre', 'serene', 'rainy', 'looking', 'brought', 'enjoyed', 'time', 'making', 'architecture', 'Climbing', 'place', 'ascended', 'taking', 'couple', 'effort', 'bit', 'Lanka', 'days', 'breathtaking', 'Highly', 'challenges', 'spot', 'gardens', 'loved', 'crowds', 'solo', 'enjoy', 'towers', 'tower', 'climb', 'avoid', 'aspects', 'rewarded', 'morning', 'arrived', 'went', 'delightful', 'get', 'way', 'kids', 'holding', 'go', 'family', 'recommend', 'Visiting', 'valleys', 'pictures', 'felt', 'features', 'maintenance', 'ones', 'anyone', 'appreciated', 'made', 'traveler', 'stairs', 'sunrise', 'Ambuluwawa', 'climbing', 'nature', 'hands', 'views', 'safety', 'trip']",35,3,"historical monuments, temple pilgrimages, architecture tours, sightseeing"
12,12,Anawilundawa Wetland,7.7095946999999985,79.82127000000001,Anawilundawa Wetland Sri Lanka,3.014999999999999,1.0,"['neglected', 'navigate', 'trash', 'signage', 'wildlife', 'beautiful', 'visited', 'see', 'area', 'wasnt', 'destination', 'surroundings', 'felt', 'day', 'maintenance', 'spot', 'birds', 'moments', 'use', 'wetland', 'information', 'group', 'enhance', 'experience', 'okay', 'ended', 'maintained', 'nothing', 'friends', 'bird', 'visitors', 'scenery', 'wouldnt', 'paths', 'Anawilundawa', 'watching', 'Wetland', 'expectations', 'enjoyed', 'opportunity', 'visit', 'expecting', 'hoping', 'resources', 'struggled', 'took', 'missed', 'making', 'walk', 'outing', 'found', 'ideal', 'amenities', 'benefit', 'viewing', 'dedicated', 'frustrating', 'recommend', 'camera', 'animals', 'stroll', 'engaging', 'wed', 'didnt', 'taking', 'left', 'species', 'kids', 'couple', 'average', 'trip', 'family', 'decided', 'calm']",27,3,"wildlife viewing, bird watching"
13,13,Angammedilla National Park,7.9254453,80.92077370000001,Diyabeduma Sri Lanka,4.1,287.0,"['visited', 'wildlife', 'extravaganza', 'stunning', 'parks', 'variety', 'safari', 'elephants', 'getaway', 'landscapes', 'afternoon', 'experience', 'fun', 'walks', 'friends', 'sightings', 'prepared', 'park', 'adventure', 'Worth', 'surprise', 'expect', 'Park', 'dont', 'animals', 'spent', 'relics', 'improvement', 'animal', 'expected', 'tranquility', 'added', 'birds', 'walking', 'rented', 'escape', 'looking', 'enjoyed', 'time', 'expecting', 'mass', 'sparse', 'place', 'facilities', 'didnt', 'couple', 'offers', 'feels', 'allowed', 'environment', 'see', 'Highly', 'tourism', 'company', 'spot', 'hidden', 'jeep', 'group', 'others', 'enthusiasts', 'season', 'refreshing', 'based', 'surprised', 'saw', 'bodies', 'city', 'beauty', 'wellpreserved', 'go', 'family', 'recommend', 'area', 'surroundings', 'water', 'day', 'use', 'National', 'explored', 'made', 'gem', 'Angammedilla', 'encounters', 'visit', 'nature', 'thrilling', 'outing', 'photography', 'relax', 'bicycles', 'bustling', 'spotted', 'adds']",27,5,"wildlife viewing, safaris, animal encounters, outdoor adventures, photography, sightseeing"
14,14,Anuradhapura,8.311351799999999,80.4036508,Anuradhapura Sri Lanka,3.711,1.0,"['bit', 'lack', 'peaceful', 'signage', 'monuments', 'refreshments', 'shade', 'history', 'fascinating', 'expected', 'stunning', 'destination', 'area', 'sites', 'wanting', 'challenging', 'chaoticVisiting', 'overwhelming', 'felt', 'significance', 'retreats', 'canWhile', 'engagement', 'impressive', 'visitor', 'Anuradhapura', 'use', 'Overall', 'ceremonies', 'okay', 'experience', 'made', 'crowds', 'enjoy', 'boxes', 'vibe', 'wandering', 'ticking', 'enjoyed', 'exploring', 'visit', 'heat', 'expectations', 'temples', 'architecture', 'struggled', 'hours', 'fell', 'culture', 'found', 'photography', 'experiencing', 'activities', 'areas', 'aspects', 'lot', 'bag', 'hopes', 'ancient', 'ruins', 'facilities', 'management', 'visiting', 'terms', 'left', 'kids', 'information', 'improvement', 'family', 'marred', 'recommend']",27,2,"historical monuments, history tours, architecture tours, temple pilgrimages, cultural experiences, sightseeing"
15,15,Anuradhapura New Town,8.322765400000002,80.4025767,Anuradhapura Sri Lanka,4.4,167.0,"['came', 'Visiting', 'energy', 'buffs', 'blend', 'fascinating', 'history', 'tree', 'stunning', 'locals', 'sites', 'times', 'family', 'taste', 'Maha', 'lacks', 'shops', 'felt', 'offer', 'significance', 'food', 'spot', 'Anuradhapura', 'town', 'Bodhi', 'modernity', 'journey', 'experience', 'anyone', 'appreciated', 'friends', 'Town', 'prepared', 'tourist', 'peak', 'Lankas', 'time', 'exploring', 'visit', 'temples', 'hours', 'Ruwanweli', 'traffic', 'exudes', 'culture', 'found', 'makes', 'experiencing', 'mix', 'ancient', 'ruins', 'Saya', 'sacred', 'markets', 'captivated', 'charm', 'bustling', 'mustvisit', 'life', 'views', 'stalls', 'Sri', 'New']",28,4,"historical monuments, history tours, temple pilgrimages, cultural experiences, sightseeing"
16,16,Arankale Buddhist Monastery,7.639653800000001,80.4191984,Kumbukwewa Sri Lanka,4.9,261.0,"['connect', 'tranquil', 'history', 'rockcut', 'site', 'fascinating', 'stunning', 'bring', 'meditation', 'Overall', 'nestled', 'experience', 'spots', 'monastery', 'unique', 'friends', 'retreat', 'soaking', 'appreciate', 'adventure', 'attraction', 'participated', 'steep', 'found', 'activity', 'experiences', 'make', 'charm', 'visiting', 'structures', 'spent', 'information', 'amazed', 'led', 'challenging', 'added', 'significance', 'youre', 'Kurunegala', 'paths', 'learning', 'enjoyed', 'time', 'expecting', 'architecture', 'hours', 'place', 'bonding', 'couple', 'allowed', 'bit', 'environment', 'stepping', 'trails', 'feel', 'stumbled', 'retreats', 'hidden', 'Monastery', 'serenity', 'helpful', 'loved', 'halls', 'onsite', 'exploring', 'beauty', 'pathways', 'ruins', 'Buddhist', 'monks', 'get', 'kids', 'guide', 'family', 'recommend', 'Visiting', 'hike', 'peaceful', 'signage', 'surroundings', 'water', 'appreciated', 'made', 'Arankale', 'gem', 'tourist', 'bringing', 'walk', 'took', 'session', 'views']",28,4,"historical monuments, temple pilgrimages, architecture tours"
17,17,Archaeological Museum Mihintale,8.3555282,80.5133253,Mihintale Sri Lanka,4.1,88.0,"['visited', 'history', 'fascinating', 'exhibits', 'Mihintale', 'highlight', 'experience', 'surrounding', 'friends', 'overlook', 'tools', 'Archaeological', 'found', 'expect', 'presentations', 'dont', 'intriguing', 'Museum', 'including', 'multimedia', 'staff', 'information', 'take', 'Sri', 'added', 'significance', 'seeing', 'youre', 'exhibition', 'display', 'bronze', 'museum', 'enjoyed', 'time', 'item', 'engage', 'ancient', 'tip', 'artifacts', 'offers', 'allowed', 'bit', 'Lanka', 'breathtaking', 'fresco', 'hidden', 'theres', 'group', 'drawings', 'glimpse', 'climb', 'fragments', 'exploring', 'spouse', 'quaint', 'surprised', 'ola', 'showcases', 'displays', 'welcoming', 'Visiting', 'lovers', 'area', 'thcentury', 'interesting', 'felt', 'enhance', 'made', 'traveling', 'wished', 'gem', 'Lankas', 'packed', 'visit', 'pieces', 'figurines', 'views', 'trip', 'goldplated', 'manuscript']",26,5,"museum visits, history tours, historical monuments"
18,18,Archaeology Museum Kotte,6.8932482,79.90508359999998,Sri Jayawardenepura Kotte Sri Lanka,4.7,117.0,"['visited', 'history', 'fascinating', 'Kottes', 'break', 'questions', 'exhibits', 'variety', 'Kotte', 'uninterested', 'experience', 'spots', 'friends', 'era', 'found', 'enthusiast', 'isnt', 'Museum', 'spent', 'staff', 'fact', 'enjoying', 'collection', 'atmosphere', 'significance', 'discussions', 'ended', 'youre', 'learning', 'museum', 'charming', 'enjoyed', 'time', 'hour', 'makes', 'artifacts', 'couple', 'offers', 'allowed', 'navigate', 'busier', 'see', 'feel', 'stories', 'Plus', 'loved', 'thrilled', 'tell', 'exploring', 'Archaeology', 'surprised', 'cozy', 'provide', 'spend', 'entry', 'capture', 'displays', 'engaging', 'mustvisit', 'way', 'kids', 'guide', 'audio', 'area', 'interesting', 'heritage', 'made', 'kingdom', 'tours', 'gem', 'tourist', 'visit', 'took', 'wellcurated', 'photography', 'story', 'section', 'limited']",34,5,"museum visits, history tours, architecture tours"
19,19,Arthurs Seat View Point Kandy,7.288817,80.63980529999998,Kandy Sri Lanka,4.5,1432.0,"['visited', 'stunning', 'setting', 'Temple', 'finding', 'Overall', 'afternoon', 'experience', 'price', 'surrounding', 'friends', 'parked', 'soaking', 'prepared', 'everyone', 'reflection', 'found', 'photos', 'road', 'landscape', 'visiting', 'spent', 'mustsee', 'information', 'families', 'enjoying', 'Lake', 'provided', 'pay', 'youre', 'serene', 'walked', 'walking', 'panorama', 'Seat', 'enjoyed', 'time', 'managed', 'amazing', 'hour', 'place', 'tourists', 'taking', 'couple', 'offers', 'tiring', 'bit', 'breathtaking', 'Highly', 'view', 'picturesque', 'spot', 'hidden', 'group', 'View', 'loved', 'enjoy', 'snapping', 'Tooth', 'views', 'viewpoint', 'city', 'beauty', 'morning', 'Point', 'leading', 'went', 'get', 'kids', 'family', 'recommend', 'area', 'times', 'pictures', 'felt', 'Parking', 'Kandy', 'made', 'Arthurs', 'gem', 'bringing', 'walk', 'visit', 'took', 'air', 'mountains', 'lot', 'light', 'parking', 'crowded', 'catch', 'adds']",37,2,"historical monuments, temple pilgrimages, sightseeing, landscape photography"
20,20,Arugam Bay Beach,6.840407799999999,81.8368478,Arugam Bay Beach Sri Lanka,4.8,1591.0,"['keep', 'seafood', 'nightlife', 'maintaining', 'improvements', 'Bay', 'stunning', 'noticed', 'riding', 'children', 'highlight', 'Overall', 'travelers', 'experience', 'spots', 'efforts', 'conditions', 'friends', 'fellow', 'waters', 'sand', 'instructors', 'relaxation', 'found', 'excitement', 'swimming', 'paradise', 'restaurants', 'charm', 'spent', 'return', 'surf', 'surfers', 'tranquility', 'atmosphere', 'food', 'scattered', 'waves', 'surfing', 'looking', 'litter', 'perfect', 'enjoyed', 'time', 'managed', 'sunsets', 'downsides', 'didnt', 'warm', 'couple', 'Arugam', 'bit', 'days', 'help', 'indulging', 'hope', 'season', 'loved', 'exploring', 'parties', 'Elephant', 'cafes', 'beauty', 'given', 'find', 'beachside', 'skills', 'welcoming', 'improve', 'family', 'Definitely', 'locals', 'lounging', 'day', 'attractions', 'beach', 'made', 'noise', 'schools', 'lessons', 'scene', 'excellent', 'Rock', 'visit', 'vibrant', 'offered', 'laidback', 'crowded', 'believe', 'Beach', 'beginners', 'catch', 'attention', 'detracted', 'adds', 'trip', 'wait']",16,8,"surfing, beach visits, beachfront dining"
21,21,Arukuveli Beach,9.6241919,80.1718869,Chavakachcheri Sri Lanka,4.3,100.0,"['bit', 'visited', 'sunbathing', 'expected', 'playing', 'breathtaking', 'times', 'family', 'enjoying', 'company', 'day', 'food', 'spot', 'hidden', 'set', 'Overall', 'wellmaintained', 'tried', 'experience', 'spots', 'waves', 'relaxing', 'others', 'beach', 'hope', 'snorkeling', 'waters', 'loved', 'itI', 'reviews', 'walking', 'scenery', 'towels', 'gem', 'vibe', 'based', 'perfect', 'authorities', 'time', 'saw', 'nearby', 'hours', 'options', 'Arukuveli', 'downsideI', 'sunsets', 'found', 'makes', 'areas', 'swimming', 'littered', 'parking', 'crowded', 'Beach', 'find', 'life', 'couple', 'kids', 'improve', 'vibrant', 'sands']",27,5,"beach visits, snorkeling, beachfront dining"
22,22,Athugala Viharaya,7.4842574000000015,80.3705497,Kurunegala Sri Lanka,4.9,788.0,"['site', 'stunning', 'children', 'highlight', 'Overall', 'afternoon', 'experience', 'surrounding', 'Buddha', 'opportunity', 'everyone', 'temple', 'make', 'road', 'families', 'contemplation', 'going', 'challenging', 'photo', 'atmosphere', 'snacks', 'sunset', 'vistas', 'suggest', 'youre', 'Kurunegala', 'escape', 'used', 'perfect', 'provides', 'heat', 'enjoyed', 'calming', 'top', 'hours', 'enriching', 'amenities', 'place', 'statue', 'facilities', 'taking', 'offers', 'effort', 'bit', 'blend', 'see', 'offering', 'breathtaking', 'view', 'hiking', 'spot', 'hidden', 'rewarding', 'spirituality', 'climb', 'avoid', 'options', 'dining', 'views', 'city', 'catching', 'morning', 'peace', 'went', 'way', 'recommend', 'Visiting', 'shops', 'water', 'offer', 'reflect', 'arent', 'sense', 'journey', 'appreciated', 'care', 'striking', 'gem', 'Athugala', 'visit', 'path', 'nature', 'tricky', 'Viharaya', 'towering', 'lot', 'driving', 'adds', 'trip']",29,2,"historical monuments, temple pilgrimages, sightseeing"
23,23,Auslink Hotel Walapane Sri Lanka,7.0950433,80.8627914,Walapane Sri Lanka,4.1,316.0,"['seemed', 'said', 'stunning', 'wanting', 'variety', 'setting', 'hoppers', 'Lankan', 'getaway', 'price', 'walks', 'surrounding', 'friends', 'portions', 'rooms', 'relaxation', 'upcountry', 'found', 'bonus', 'staff', 'improvement', 'Sri', 'delays', 'customer', 'staffs', 'face', 'food', 'location', 'service', 'scenery', 'choice', 'making', 'stay', 'work', 'place', 'budget', 'coconut', 'hopes', 'couple', 'offers', 'breathtaking', 'view', 'hospitality', 'challenges', 'spot', 'travels', 'improved', 'treats', 'loved', 'match', 'cozy', 'given', 'dishes', 'skills', 'get', 'rest', 'kids', 'family', 'times', 'issues', 'water', 'felt', 'dams', 'decent', 'room', 'made', 'Walapane', 'tasty', 'lacking', 'connectivity', 'Auslink', 'nature', 'took', 'think', 'rotti', 'Hotel', 'orders', 'WiFi', 'attention', 'left']",21,13,"cultural experiences, hiking"
24,24,Bakers Falls,6.7927,80.7895,Bakers Falls Sri Lanka,4.5,1005.0,"['bit', 'visited', 'lovers', 'expected', 'area', 'break', 'enjoying', 'water', 'day', 'spot', 'hidden', 'falls', 'idea', 'highlight', 'soothing', 'afternoon', 'spots', 'surrounding', 'friends', 'Falls', 'youre', 'moment', 'loved', 'Bakers', 'enjoy', 'scenery', 'soaking', 'escape', 'gem', 'looking', 'perfect', 'brought', 'time', 'exploring', 'expecting', 'nature', 'outing', 'found', 'sound', 'arriving', 'excitement', 'place', 'views', 'photographers', 'photos', 'relax', 'picnic', 'spent', 'Bring', 'mustvisit', 'cascading', 'couple', 'kids', 'unwind', 'take', 'family']",30,4,waterfalls
25,25,Balana Fort,7.2699125,80.49562320000003,Kadugannawa Balana Rd Sri Lanka,4.1,261.0,"['Visiting', 'bit', 'hike', 'tranquil', 'history', 'area', 'site', 'family', 'setting', 'felt', 'stone', 'significance', 'added', 'spot', 'Lankan', 'hidden', 'invigorating', 'Fort', 'wellmaintained', 'restoration', 'group', 'afternoon', 'hindered', 'efforts', 'experience', 'appreciated', 'made', 'step', 'refreshing', 'loved', 'enjoy', 'learn', 'escape', 'appreciate', 'gem', 'brought', 'clearer', 'Lankas', 'enjoyed', 'time', 'climbing', 'trees', 'visit', 'making', 'took', 'walk', 'nature', 'Balana', 'outing', 'found', 'slight', 'offers', 'steps', 'work', 'blocked', 'place', 'views', 'photos', 'activities', 'fort', 'expect', 'lot', 'dont', 'losing', 'intriguing', 'plenty', 'trail', 'charm', 'find', 'worthwhile', 'obstructed', 'couple', 'kids', 'feels', 'breeze', 'Sri']",31,5,"historical monuments, hiking, history tours, sightseeing"
